uid,count,oneMeans,bestMeans,diff,logCount
79463,55,0.666666666666667,0.666666666666667,0,4.02535169073515
79464,15,1,1,0,2.77258872223978
79465,132,0.875,0.875,0,4.89034912822175
79466,79,0.636363636363636,0.636363636363636,0,4.38202663467388
79470,63,0.875,0.875,0,4.15888308335967
79471,81,0.833333333333333,0.833333333333333,0,4.40671924726425
79472,60,0.333333333333333,0.333333333333333,0,4.11087386417331
79474,39,0.6,0.7,0.1,3.68887945411394
79475,89,0.875,0.875,0,4.49980967033027
79482,36,0.666666666666667,0.666666666666667,0,3.61091791264422
79483,124,0.714285714285714,0.714285714285714,0,4.8283137373023
79484,52,0.636363636363636,0.636363636363636,0,3.97029191355212
79485,40,1,1,0,3.71357206670431
79486,72,0.666666666666667,0.666666666666667,0,4.29045944114839
79487,54,0.909090909090909,0.909090909090909,0,4.00733318523247
79489,78,0.75,0.8125,0.0625,4.36944785246702
79490,44,0.75,0.75,0,3.80666248977032
79491,77,0.888888888888889,0.888888888888889,0,4.35670882668959
79493,44,0,0,0,3.80666248977032
79494,42,1,1,0,3.76120011569356
79495,34,0.666666666666667,0.666666666666667,0,3.55534806148941
79501,57,0.6,0.6,0,4.06044301054642
79503,24,1,1,0,3.2188758248682
79505,17,0,0,0,2.89037175789616
79506,22,0.5,0.5,0,3.13549421592915
79511,91,0.888888888888889,0.888888888888889,0,4.52178857704904
79515,114,0.857142857142857,0.714285714285714,-0.142857142857143,4.74493212836325
79518,96,0.666666666666667,0.666666666666667,0,4.57471097850338
79519,14,0.75,0.75,0,2.70805020110221
79521,9,1,1,0,2.30258509299405
79523,26,0.5,0.5,0,3.29583686600433
79525,37,0.5,0.5,0,3.63758615972639
79526,77,1,1,0,4.35670882668959
79528,51,0.5,0.5,0,3.95124371858143
79531,108,0.5,0.5,0,4.69134788222914
79535,70,0.5,0.5,0,4.26267987704132
79538,66,0.6,0.6,0,4.20469261939097
79539,31,0.5,0.5,0,3.46573590279973
79544,68,1,1,0,4.23410650459726
79546,8,1,1,0,2.19722457733622
79548,33,1,1,0,3.52636052461616
79550,18,1,1,0,2.94443897916644
79552,34,1,1,0,3.55534806148941
79554,45,0.4,0.4,0,3.8286413964891
79557,36,0.333333333333333,0.333333333333333,0,3.61091791264422
79558,90,0.888888888888889,0.888888888888889,0,4.51085950651685
79561,69,0.857142857142857,0.857142857142857,0,4.24849524204936
79562,51,1,1,0,3.95124371858143
79569,44,0,0,0,3.80666248977032
79573,95,0.692307692307692,0.846153846153846,0.153846153846154,4.56434819146784
79574,62,1,1,0,4.14313472639153
79577,67,0.857142857142857,0.857142857142857,0,4.21950770517611
79578,38,0.5,0.5,0,3.66356164612965
79581,56,0.5,0.666666666666667,0.166666666666667,4.04305126783455
79582,116,0.75,0.75,0,4.76217393479776
79583,7,1,1,0,2.07944154167984
79586,59,1,1,0,4.0943445622221
79587,17,0,0,0,2.89037175789616
79588,93,0.571428571428571,0.714285714285714,0.142857142857143,4.54329478227
79589,19,1,1,0,2.99573227355399
79590,101,1,1,0,4.62497281328427
79594,89,0.8,0.866666666666667,0.0666666666666667,4.49980967033027
79595,34,0.666666666666667,0.666666666666667,0,3.55534806148941
79596,41,1,1,0,3.73766961828337
79597,46,0.5,0.5,0,3.85014760171006
79604,56,0.833333333333333,0.833333333333333,0,4.04305126783455
79605,47,1,1,0,3.87120101090789
79607,80,0.5,0.5,0,4.39444915467244
79609,21,0.75,0.75,0,3.09104245335832
79611,54,0.75,0.75,0,4.00733318523247
79616,41,0.8,0.8,0,3.73766961828337
79617,27,1,1,0,3.3322045101752
79618,21,1,1,0,3.09104245335832
79619,65,0.875,0.875,0,4.18965474202643
79620,66,0.727272727272727,0.727272727272727,0,4.20469261939097
79621,46,1,1,0,3.85014760171006
79623,163,0.6,0.8,0.2,5.0998664278242
79624,27,1,1,0,3.3322045101752
79632,27,1,1,0,3.3322045101752
79633,15,1,1,0,2.77258872223978
79634,34,1,1,0,3.55534806148941
79635,51,1,1,0,3.95124371858143
79636,43,1,1,0,3.78418963391826
79637,61,0.875,0.875,0,4.12713438504509
79639,29,1,1,0,3.40119738166216
79648,13,1,1,0,2.63905732961526
79651,122,0.764705882352941,0.764705882352941,0,4.81218435537242
79654,80,0.714285714285714,0.857142857142857,0.142857142857143,4.39444915467244
79655,38,0.666666666666667,0.666666666666667,0,3.66356164612965
79658,52,1,1,0,3.97029191355212
79667,31,0.5,0.5,0,3.46573590279973
79668,51,0.5,0.5,0,3.95124371858143
79669,138,0.692307692307692,0.692307692307692,0,4.93447393313069
79672,29,0.75,0.75,0,3.40119738166216
79675,271,0.615384615384615,0.692307692307692,0.0769230769230769,5.605802066296
79678,151,0.666666666666667,0.722222222222222,0.0555555555555556,5.02388052084628
79679,54,0.875,0.875,0,4.00733318523247
79680,22,1,1,0,3.13549421592915
79682,17,1,1,0,2.89037175789616
79687,22,0.5,0.5,0,3.13549421592915
79688,42,0.75,0.75,0,3.76120011569356
79691,51,0.75,0.75,0,3.95124371858143
79695,46,0.75,0.75,0,3.85014760171006
79696,43,0.833333333333333,0.833333333333333,0,3.78418963391826
79699,58,0.777777777777778,0.777777777777778,0,4.07753744390572
79704,17,1,1,0,2.89037175789616
79707,24,0.75,0.75,0,3.2188758248682
79708,38,1,1,0,3.66356164612965
79714,43,0.833333333333333,0.833333333333333,0,3.78418963391826
79716,29,1,1,0,3.40119738166216
79717,69,0.75,0.75,0,4.24849524204936
79721,32,1,1,0,3.49650756146648
79723,34,0.5,0.5,0,3.55534806148941
79725,27,0,0,0,3.3322045101752
79726,115,0.722222222222222,0.777777777777778,0.0555555555555556,4.75359019110636
79728,47,0.833333333333333,0.833333333333333,0,3.87120101090789
79731,38,0.75,0.75,0,3.66356164612965
79732,769,0.654135338345865,0.706766917293233,0.0526315789473684,6.64639051484773
79735,174,0.636363636363636,0.636363636363636,0,5.16478597392351
79742,213,0.647058823529412,0.764705882352941,0.117647058823529,5.36597601502185
79744,110,0.923076923076923,0.846153846153846,-0.076923076923077,4.70953020131233
79751,11,0,0,0,2.484906649788
79753,8,1,1,0,2.19722457733622
79754,49,0.428571428571429,0.428571428571429,0,3.91202300542815
79755,51,0.6,0.6,0,3.95124371858143
79756,46,0.636363636363636,0.636363636363636,0,3.85014760171006
79757,60,0,0,0,4.11087386417331
79759,41,0.714285714285714,0.714285714285714,0,3.73766961828337
79762,38,0.5,0.5,0,3.66356164612965
79765,6,1,1,0,1.94591014905531
79767,37,0.666666666666667,0.666666666666667,0,3.63758615972639
79768,72,1,1,0,4.29045944114839
79770,175,1,1,0,5.17048399503815
79774,47,1,1,0,3.87120101090789
79779,135,0.857142857142857,0.857142857142857,0,4.91265488573605
79782,100,0.8,0.84,0.0399999999999999,4.61512051684126
79785,34,1,1,0,3.55534806148941
79786,17,1,1,0,2.89037175789616
79788,53,0.5,0.5,0,3.98898404656427
79793,45,1,0.8,-0.2,3.8286413964891
79797,59,0.333333333333333,0.666666666666667,0.333333333333333,4.0943445622221
79798,77,0.833333333333333,0.833333333333333,0,4.35670882668959
79799,41,0.8,0.8,0,3.73766961828337
79801,51,1,1,0,3.95124371858143
79804,52,0.5,0.5,0,3.97029191355212
79808,73,0.8,0.9,0.1,4.30406509320417
79811,57,1,1,0,4.06044301054642
79812,158,0.5625,0.5625,0,5.06890420222023
79815,26,0.857142857142857,0.857142857142857,0,3.29583686600433
79816,35,1,1,0,3.58351893845611
79820,37,0.833333333333333,0.833333333333333,0,3.63758615972639
79821,83,0.846153846153846,0.846153846153846,0,4.43081679884331
79822,67,0.75,0.75,0,4.21950770517611
79823,39,1,1,0,3.68887945411394
79825,46,0.5,0.5,0,3.85014760171006
79826,29,1,1,0,3.40119738166216
79830,40,0.333333333333333,0.333333333333333,0,3.71357206670431
79832,23,1,1,0,3.17805383034795
79834,33,0.6,0.6,0,3.52636052461616
79835,109,0.666666666666667,0.666666666666667,0,4.70048036579242
79837,53,0,0,0,3.98898404656427
79838,37,1,1,0,3.63758615972639
79842,112,0.615384615384615,0.615384615384615,0,4.72738781871234
79843,156,0.8,0.8,0,5.05624580534831
79845,38,0.5,0.5,0,3.66356164612965
79846,125,0.571428571428571,0.571428571428571,0,4.83628190695148
79847,46,1,1,0,3.85014760171006
79848,43,1,1,0,3.78418963391826
79849,32,1,1,0,3.49650756146648
79851,60,0.625,0.625,0,4.11087386417331
79852,43,1,1,0,3.78418963391826
79854,40,1,1,0,3.71357206670431
79858,43,0.5,0.5,0,3.78418963391826
79860,32,0.75,0.75,0,3.49650756146648
79862,70,0.833333333333333,0.833333333333333,0,4.26267987704132
79865,42,1,0.75,-0.25,3.76120011569356
79867,52,1,1,0,3.97029191355212
79870,66,0.818181818181818,0.818181818181818,0,4.20469261939097
79873,36,0.666666666666667,0.666666666666667,0,3.61091791264422
79876,66,1,1,0,4.20469261939097
79878,92,0.785714285714286,0.785714285714286,0,4.53259949315326
79879,85,0.833333333333333,0.833333333333333,0,4.45434729625351
79880,99,0.75,0.75,0,4.60517018598809
79881,23,1,1,0,3.17805383034795
79883,30,0.5,0.5,0,3.43398720448515
79890,165,0.75,0.75,0,5.11198778835654
79891,108,0.75,0.75,0,4.69134788222914
79896,108,0.777777777777778,0.777777777777778,0,4.69134788222914
79898,51,0.846153846153846,0.846153846153846,0,3.95124371858143
79902,12,1,1,0,2.56494935746154
79908,42,0.875,0.875,0,3.76120011569356
79912,38,1,1,0,3.66356164612965
79913,38,0.75,0.75,0,3.66356164612965
79915,27,1,1,0,3.3322045101752
79921,32,0.75,0.75,0,3.49650756146648
79928,32,0.4,0.4,0,3.49650756146648
79929,29,1,1,0,3.40119738166216
79931,32,0.857142857142857,0.857142857142857,0,3.49650756146648
79937,81,0.90625,0.90625,0,4.40671924726425
79943,35,1,1,0,3.58351893845611
79944,35,0.5,0.5,0,3.58351893845611
79945,55,0.857142857142857,0.857142857142857,0,4.02535169073515
79947,26,0.75,0.75,0,3.29583686600433
79948,145,0.6,0.6,0,4.98360662170834
79949,48,1,1,0,3.89182029811063
79951,19,1,1,0,2.99573227355399
79953,33,1,1,0,3.52636052461616
79955,57,0.75,0.75,0,4.06044301054642
79956,46,1,1,0,3.85014760171006
79960,49,0.9,1,0.1,3.91202300542815
79961,37,0.75,0.75,0,3.63758615972639
79962,40,0.333333333333333,0.333333333333333,0,3.71357206670431
79967,37,1,1,0,3.63758615972639
79969,62,0.8,0.8,0,4.14313472639153
79971,34,0.5,0.5,0,3.55534806148941
79973,189,0.625,0.625,0,5.24702407216049
79976,16,1,1,0,2.83321334405622
79977,61,1,1,0,4.12713438504509
79980,12,1,1,0,2.56494935746154
79981,81,1,1,0,4.40671924726425
79983,52,0.8,0.8,0,3.97029191355212
79985,33,0.8,0.8,0,3.52636052461616
79986,61,1,1,0,4.12713438504509
79989,37,0.8,0.8,0,3.63758615972639
79991,33,1,1,0,3.52636052461616
79992,43,1,1,0,3.78418963391826
79995,51,0.333333333333333,0.333333333333333,0,3.95124371858143
79996,362,0.730769230769231,0.730769230769231,0,5.89440283426485
79999,84,0.666666666666667,0.666666666666667,0,4.44265125649032
80004,84,1,1,0,4.44265125649032
80006,38,0.8,0.8,0,3.66356164612965
80007,43,0.5,0.5,0,3.78418963391826
80008,34,0.75,1,0.25,3.55534806148941
80010,40,1,1,0,3.71357206670431
80011,37,1,1,0,3.63758615972639
80013,50,0.5,0.5,0,3.93182563272433
80019,47,0.833333333333333,0.833333333333333,0,3.87120101090789
80020,51,0.75,0.875,0.125,3.95124371858143
80021,34,1,1,0,3.55534806148941
80023,222,0.466666666666667,0.6,0.133333333333333,5.40717177146012
80026,31,1,0.666666666666667,-0.333333333333333,3.46573590279973
80027,27,0.6,0.6,0,3.3322045101752
80029,51,1,0.8,-0.2,3.95124371858143
80030,114,0.75,0.833333333333333,0.0833333333333334,4.74493212836325
80031,17,1,1,0,2.89037175789616
80032,18,1,1,0,2.94443897916644
80035,44,0.5,0.5,0,3.80666248977032
80036,80,0.875,0.875,0,4.39444915467244
80037,31,0.666666666666667,0.666666666666667,0,3.46573590279973
80038,144,0.608695652173913,0.695652173913043,0.0869565217391304,4.97673374242057
80043,118,0.555555555555556,0.555555555555556,0,4.77912349311153
80046,66,0.4,0.4,0,4.20469261939097
80047,40,1,1,0,3.71357206670431
80048,35,1,1,0,3.58351893845611
80052,41,0.875,0.875,0,3.73766961828337
80054,44,0.5,1,0.5,3.80666248977032
80061,55,1,1,0,4.02535169073515
80063,104,0.777777777777778,0.777777777777778,0,4.65396035015752
80065,78,1,1,0,4.36944785246702
80066,110,0.625,0.625,0,4.70953020131233
80067,13,1,1,0,2.63905732961526
80068,41,1,1,0,3.73766961828337
80069,70,1,1,0,4.26267987704132
80071,5,0.5,0.5,0,1.79175946922805
80073,170,0.888888888888889,0.833333333333333,-0.0555555555555555,5.14166355650266
80076,44,0.833333333333333,0.833333333333333,0,3.80666248977032
80077,76,1,1,0,4.34380542185368
80078,39,1,1,0,3.68887945411394
80082,45,0.857142857142857,0.857142857142857,0,3.8286413964891
80085,55,0.666666666666667,0.666666666666667,0,4.02535169073515
80087,47,0.5,0.5,0,3.87120101090789
80089,62,0.75,0.75,0,4.14313472639153
80090,352,0.625,0.6875,0.0625,5.8664680569333
80091,79,0.5,0.5,0,4.38202663467388
80092,81,1,1,0,4.40671924726425
80096,84,1,1,0,4.44265125649032
80097,3,1,1,0,1.38629436111989
80098,1875,0.623931623931624,0.606837606837607,-0.0170940170940171,7.53689712956617
80100,25,1,1,0,3.25809653802148
80101,43,0.5,0.5,0,3.78418963391826
80102,88,0.714285714285714,0.714285714285714,0,4.48863636973214
80103,65,0.6,0.6,0,4.18965474202643
80104,31,0.333333333333333,0.333333333333333,0,3.46573590279973
80105,239,0.714285714285714,0.714285714285714,0,5.48063892334199
80106,82,0.777777777777778,0.888888888888889,0.111111111111111,4.4188406077966
80108,54,0.8,0.8,0,4.00733318523247
80111,44,0.8,0.8,0,3.80666248977032
80112,49,0.5,0.5,0,3.91202300542815
80113,77,0.8,0.8,0,4.35670882668959
80117,54,1,1,0,4.00733318523247
80119,70,0.555555555555556,0.555555555555556,0,4.26267987704132
80121,12,0,0,0,2.56494935746154
80122,45,1,1,0,3.8286413964891
80126,51,1,1,0,3.95124371858143
80127,27,1,1,0,3.3322045101752
80128,48,0.5,0.5,0,3.89182029811063
80131,261,0.666666666666667,0.722222222222222,0.0555555555555556,5.5683445037611
80132,27,1,1,0,3.3322045101752
80136,118,0.692307692307692,0.692307692307692,0,4.77912349311153
80137,59,1,1,0,4.0943445622221
80141,30,1,1,0,3.43398720448515
80145,177,0.571428571428571,0.571428571428571,0,5.18178355029209
80149,183,0.7,0.7,0,5.21493575760899
80150,15,0.5,0.5,0,2.77258872223978
80151,41,1,1,0,3.73766961828337
80152,8,1,1,0,2.19722457733622
80154,35,1,1,0,3.58351893845611
80155,29,0.75,0.75,0,3.40119738166216
80157,76,0.6,0.6,0,4.34380542185368
80162,11,1,1,0,2.484906649788
80164,41,0.5,0.5,0,3.73766961828337
80165,63,0.875,0.875,0,4.15888308335967
80167,40,0.5,0.5,0,3.71357206670431
80168,12,1,1,0,2.56494935746154
80169,10,0,0,0,2.39789527279837
80170,20,1,1,0,3.04452243772342
80171,80,0.909090909090909,0.909090909090909,0,4.39444915467244
80172,57,1,1,0,4.06044301054642
80173,44,1,1,0,3.80666248977032
80174,67,0.818181818181818,0.818181818181818,0,4.21950770517611
80180,45,0.5,0.5,0,3.8286413964891
80181,51,0.5,0.5,0,3.95124371858143
80182,16,1,1,0,2.83321334405622
80183,44,0.5,0.5,0,3.80666248977032
80184,28,1,1,0,3.36729582998647
80187,44,1,1,0,3.80666248977032
80189,73,0.8,0.8,0,4.30406509320417
80191,89,0.714285714285714,0.714285714285714,0,4.49980967033027
80192,44,0.75,0.75,0,3.80666248977032
80193,34,0.666666666666667,0.666666666666667,0,3.55534806148941
80195,85,1,1,0,4.45434729625351
80196,48,0.5,0.5,0,3.89182029811063
80197,66,0.4,0.4,0,4.20469261939097
80200,182,0.666666666666667,0.75,0.0833333333333334,5.20948615284142
80201,44,1,1,0,3.80666248977032
80203,47,0,0,0,3.87120101090789
80212,106,1,1,0,4.67282883446191
80214,21,0.5,0.5,0,3.09104245335832
80216,38,1,1,0,3.66356164612965
80218,43,0.75,0.75,0,3.78418963391826
80221,45,1,1,0,3.8286413964891
80222,71,1,1,0,4.27666611901606
80225,126,0.636363636363636,0.727272727272727,0.0909090909090909,4.84418708645859
80226,38,0.714285714285714,0.714285714285714,0,3.66356164612965
80227,159,0.8,0.8,0,5.07517381523383
80228,49,0.666666666666667,0.666666666666667,0,3.91202300542815
80230,5,0.5,0.5,0,1.79175946922805
80231,34,1,1,0,3.55534806148941
80232,53,0.833333333333333,0.916666666666667,0.0833333333333333,3.98898404656427
80239,24,0.5,0.5,0,3.2188758248682
80241,50,1,1,0,3.93182563272433
80243,31,1,1,0,3.46573590279973
80249,15,0,0,0,2.77258872223978
80251,38,0.666666666666667,0.666666666666667,0,3.66356164612965
80252,37,0.714285714285714,0.714285714285714,0,3.63758615972639
80253,42,0.75,0.75,0,3.76120011569356
80254,20,1,1,0,3.04452243772342
80259,44,1,1,0,3.80666248977032
80260,89,0.75,0.75,0,4.49980967033027
80261,69,0.75,1,0.25,4.24849524204936
80269,30,0,0,0,3.43398720448515
80270,35,0.333333333333333,0.333333333333333,0,3.58351893845611
80271,118,0.769230769230769,0.769230769230769,0,4.77912349311153
80275,131,0.823529411764706,0.823529411764706,0,4.88280192258637
80280,75,0.75,0.75,0,4.33073334028633
80281,21,0.5,0.5,0,3.09104245335832
80283,19,0.5,0.5,0,2.99573227355399
80289,77,0.6,0.6,0,4.35670882668959
80291,30,0.8,0.8,0,3.43398720448515
80292,78,0.8,0.8,0,4.36944785246702
80293,32,1,1,0,3.49650756146648
80294,36,0.5,0.5,0,3.61091791264422
80297,41,0.5,0.5,0,3.73766961828337
80298,17,1,1,0,2.89037175789616
80301,37,0.666666666666667,0.666666666666667,0,3.63758615972639
80302,67,0.625,0.625,0,4.21950770517611
80306,65,0.818181818181818,0.818181818181818,0,4.18965474202643
80310,51,0.714285714285714,0.571428571428571,-0.142857142857143,3.95124371858143
80311,40,1,1,0,3.71357206670431
80319,72,1,1,0,4.29045944114839
80321,10,1,1,0,2.39789527279837
80325,58,0.6,0.6,0,4.07753744390572
80329,37,1,1,0,3.63758615972639
80331,37,1,1,0,3.63758615972639
80333,96,0.5,0.5,0,4.57471097850338
80338,68,1,1,0,4.23410650459726
80339,7,0.5,0.5,0,2.07944154167984
80340,12,1,1,0,2.56494935746154
80342,86,0.736842105263158,0.789473684210526,0.0526315789473685,4.46590811865458
80344,39,0.666666666666667,0.666666666666667,0,3.68887945411394
80345,38,0.666666666666667,0.666666666666667,0,3.66356164612965
80349,29,0.666666666666667,0.666666666666667,0,3.40119738166216
80350,47,0.8,0.8,0,3.87120101090789
80351,36,0.857142857142857,0.857142857142857,0,3.61091791264422
80355,157,0.75,0.75,0,5.06259503302697
80361,35,0.666666666666667,1,0.333333333333333,3.58351893845611
80363,70,0.846153846153846,0.846153846153846,0,4.26267987704132
80367,114,0.625,0.625,0,4.74493212836325
80368,82,0.833333333333333,0.833333333333333,0,4.4188406077966
80376,23,0,0,0,3.17805383034795
80382,19,0.666666666666667,0.666666666666667,0,2.99573227355399
80384,51,1,1,0,3.95124371858143
80385,81,0.8,0.8,0,4.40671924726425
80386,46,0.666666666666667,0.666666666666667,0,3.85014760171006
80387,7,1,0,-1,2.07944154167984
80392,17,1,1,0,2.89037175789616
80393,72,0.5,0.75,0.25,4.29045944114839
80394,49,0.5,0.5,0,3.91202300542815
80395,35,0.833333333333333,0.833333333333333,0,3.58351893845611
80398,10,1,1,0,2.39789527279837
80401,41,0.5,1,0.5,3.73766961828337
80402,86,0.5,0.5,0,4.46590811865458
80405,80,0.555555555555556,0.555555555555556,0,4.39444915467244
80406,23,0.333333333333333,0.333333333333333,0,3.17805383034795
80407,6,1,1,0,1.94591014905531
80408,153,0.6875,0.625,-0.0625,5.03695260241363
80410,28,1,1,0,3.36729582998647
80415,44,0.5,1,0.5,3.80666248977032
80422,40,0.75,0.75,0,3.71357206670431
80423,55,0.5,0.5,0,4.02535169073515
80424,54,0.75,0.75,0,4.00733318523247
80425,93,0.833333333333333,0.833333333333333,0,4.54329478227
80429,57,0.9375,0.875,-0.0625,4.06044301054642
80433,13,1,1,0,2.63905732961526
80435,61,0.75,0.75,0,4.12713438504509
80437,73,0.785714285714286,0.785714285714286,0,4.30406509320417
80440,68,0.818181818181818,0.818181818181818,0,4.23410650459726
80443,13,1,1,0,2.63905732961526
80445,46,1,1,0,3.85014760171006
80446,66,1,1,0,4.20469261939097
80448,526,0.673469387755102,0.693877551020408,0.0204081632653061,6.26720054854136
80449,49,0.6,0.8,0.2,3.91202300542815
80450,31,1,1,0,3.46573590279973
80452,17,1,1,0,2.89037175789616
80456,34,1,1,0,3.55534806148941
80458,34,1,1,0,3.55534806148941
80460,27,0.5,0.5,0,3.3322045101752
80467,60,1,1,0,4.11087386417331
80468,74,0.857142857142857,0.857142857142857,0,4.31748811353631
80470,196,0.75,0.625,-0.125,5.28320372873799
80475,25,1,1,0,3.25809653802148
80476,53,0.666666666666667,0.666666666666667,0,3.98898404656427
80481,52,0.714285714285714,0.714285714285714,0,3.97029191355212
80483,27,0.5,0.5,0,3.3322045101752
80484,64,1,1,0,4.17438726989564
80485,48,1,1,0,3.89182029811063
80487,45,1,1,0,3.8286413964891
80489,85,0.823529411764706,0.823529411764706,0,4.45434729625351
80490,50,1,1,0,3.93182563272433
80491,24,0.333333333333333,0.333333333333333,0,3.2188758248682
80492,31,1,1,0,3.46573590279973
80494,54,1,1,0,4.00733318523247
80495,17,1,1,0,2.89037175789616
80496,69,0.75,0.875,0.125,4.24849524204936
80500,50,0.5,0.5,0,3.93182563272433
80503,39,0.714285714285714,0.857142857142857,0.142857142857143,3.68887945411394
80504,41,1,1,0,3.73766961828337
80516,35,1,1,0,3.58351893845611
80519,155,0.75,0.75,0,5.04985600724954
80521,35,0,0,0,3.58351893845611
80523,50,1,1,0,3.93182563272433
80525,71,0.818181818181818,0.818181818181818,0,4.27666611901606
80530,92,0.846153846153846,0.846153846153846,0,4.53259949315326
80531,47,0.8,0.8,0,3.87120101090789
80532,22,0.75,0.75,0,3.13549421592915
80533,18,1,1,0,2.94443897916644
80535,42,1,1,0,3.76120011569356
80536,46,0.25,0.25,0,3.85014760171006
80537,30,0.5,0.5,0,3.43398720448515
80538,27,1,1,0,3.3322045101752
80545,1371,0.595959595959596,0.595959595959596,0,7.22402480828583
80548,49,1,1,0,3.91202300542815
80551,41,0.5,0.5,0,3.73766961828337
80552,86,0.666666666666667,0.777777777777778,0.111111111111111,4.46590811865458
80553,20,1,1,0,3.04452243772342
80554,22,0.5,0.5,0,3.13549421592915
80558,39,1,1,0,3.68887945411394
80561,37,1,1,0,3.63758615972639
80565,40,1,0.666666666666667,-0.333333333333333,3.71357206670431
80566,44,0.8,0.8,0,3.80666248977032
80570,15,1,1,0,2.77258872223978
80571,52,0.75,0.75,0,3.97029191355212
80574,139,0.777777777777778,0.777777777777778,0,4.9416424226093
80575,9,0.5,0.5,0,2.30258509299405
80580,69,0.916666666666667,0.833333333333333,-0.0833333333333333,4.24849524204936
80583,131,0.75,0.75,0,4.88280192258637
80585,34,1,1,0,3.55534806148941
80587,21,0.666666666666667,0.666666666666667,0,3.09104245335832
80589,41,1,1,0,3.73766961828337
80590,52,1,1,0,3.97029191355212
80592,31,0.5,1,0.5,3.46573590279973
80593,57,0.333333333333333,0.333333333333333,0,4.06044301054642
80594,14,1,1,0,2.70805020110221
80595,19,1,1,0,2.99573227355399
80596,45,0.8,0.8,0,3.8286413964891
80597,88,0,0,0,4.48863636973214
80600,367,0.476190476190476,0.523809523809524,0.0476190476190477,5.90808293816893
80601,23,1,1,0,3.17805383034795
80602,52,0,0.333333333333333,0.333333333333333,3.97029191355212
80604,61,0.75,0.75,0,4.12713438504509
80605,50,1,1,0,3.93182563272433
80606,24,1,1,0,3.2188758248682
80609,138,0.545454545454545,0.636363636363636,0.0909090909090909,4.93447393313069
80610,73,0.75,0.75,0,4.30406509320417
80611,37,0.625,0.625,0,3.63758615972639
80612,51,0.9,0.9,0,3.95124371858143
80613,43,0,0,0,3.78418963391826
80614,9,1,1,0,2.30258509299405
80616,37,1,1,0,3.63758615972639
80617,7,1,1,0,2.07944154167984
80618,8,1,1,0,2.19722457733622
80619,15,1,1,0,2.77258872223978
80621,40,0.555555555555556,0.666666666666667,0.111111111111111,3.71357206670431
80627,40,0,0,0,3.71357206670431
80629,37,1,1,0,3.63758615972639
80634,44,1,1,0,3.80666248977032
80641,76,0.875,0.875,0,4.34380542185368
80646,25,1,1,0,3.25809653802148
80649,53,0.8,0.8,0,3.98898404656427
80650,26,0,0,0,3.29583686600433
80651,105,0.666666666666667,0.666666666666667,0,4.66343909411207
80653,46,1,1,0,3.85014760171006
80654,66,0.5,0.5,0,4.20469261939097
80657,84,1,1,0,4.44265125649032
80659,38,0.8,0.8,0,3.66356164612965
80661,46,0.5,0.5,0,3.85014760171006
80662,16,1,1,0,2.83321334405622
80665,67,0.8,0.8,0,4.21950770517611
80666,36,0.666666666666667,0.666666666666667,0,3.61091791264422
80667,156,0.833333333333333,0.833333333333333,0,5.05624580534831
80668,38,0.5,0.5,0,3.66356164612965
80669,60,1,1,0,4.11087386417331
80671,38,1,1,0,3.66356164612965
80673,45,1,1,0,3.8286413964891
80675,39,0.333333333333333,0.333333333333333,0,3.68887945411394
80679,21,0,0,0,3.09104245335832
80680,74,0.5,0.5,0,4.31748811353631
80682,29,0.666666666666667,0.666666666666667,0,3.40119738166216
80685,56,0.9,0.9,0,4.04305126783455
80686,45,0.75,0.75,0,3.8286413964891
80688,65,0.666666666666667,0.666666666666667,0,4.18965474202643
80689,28,1,1,0,3.36729582998647
80690,10,0,0,0,2.39789527279837
80692,37,0.4,0.4,0,3.63758615972639
80698,66,0.75,0.75,0,4.20469261939097
80699,114,0.583333333333333,0.583333333333333,0,4.74493212836325
80700,40,0.5,0.5,0,3.71357206670431
80704,52,1,1,0,3.97029191355212
80705,45,0.8,0.6,-0.2,3.8286413964891
80707,38,0,0,0,3.66356164612965
80712,39,0.666666666666667,0.666666666666667,0,3.68887945411394
80714,25,1,1,0,3.25809653802148
80718,103,0.904761904761905,0.904761904761905,0,4.64439089914137
80723,70,1,1,0,4.26267987704132
80725,7,1,1,0,2.07944154167984
80730,17,1,1,0,2.89037175789616
80733,39,0.5,0.5,0,3.68887945411394
80736,49,1,1,0,3.91202300542815
80737,43,0.5,0.5,0,3.78418963391826
80740,53,1,1,0,3.98898404656427
80742,49,0.666666666666667,0.666666666666667,0,3.91202300542815
80743,135,1,1,0,4.91265488573605
80745,81,0.857142857142857,0.857142857142857,0,4.40671924726425
80750,44,0.5,0.5,0,3.80666248977032
80751,33,1,1,0,3.52636052461616
80752,34,0,0,0,3.55534806148941
80753,38,0.8,0.8,0,3.66356164612965
80754,16,0.666666666666667,0.666666666666667,0,2.83321334405622
80756,28,0.714285714285714,0.714285714285714,0,3.36729582998647
80759,45,0.846153846153846,0.846153846153846,0,3.8286413964891
80761,39,0.833333333333333,0.833333333333333,0,3.68887945411394
80762,122,0.8,0.8,0,4.81218435537242
80763,35,0,1,1,3.58351893845611
80764,80,1,1,0,4.39444915467244
80765,47,0.333333333333333,0.333333333333333,0,3.87120101090789
80766,64,0.75,0.75,0,4.17438726989564
80767,124,0.5,0.5,0,4.8283137373023
80768,40,0.666666666666667,0.666666666666667,0,3.71357206670431
80769,17,1,1,0,2.89037175789616
80771,110,0.857142857142857,0.857142857142857,0,4.70953020131233
